Trial,Channel,Discovery_s,Clear_s,ClearInterval_s,DiscoveryToClear_s
31,7,399.055252223285,942.719723716831,234.033875235447,543.664471493546
31,4,801.21616683531,1181.71871914478,238.998995427949,380.502552309469
31,9,1380.92690068759,1504.33211387387,322.613394729086,123.405213186273
31,1,1344.92690068759,1665.4865090883,161.154395214435,320.559608400709
31,13,1918.24295824501,2102.74195675197,437.255447663664,184.498998506956
31,15,89,2272.83982886796,170.097872115992,2183.83982886796
31,5,2290.83982886796,2509.77743831105,236.937609443097,218.937609443097
31,10,3063.01618886706,3295.1432139196,785.365775608545,232.127025052539
32,13,77,419.396530839465,419.396530839465,342.396530839465
32,14,497.396530839465,777.027902879822,357.631372040357,279.631372040357
32,4,443.396530839465,877.635204353677,100.607301473855,434.238673514212
32,6,455.396530839465,1137.58270053177,259.947496178096,682.186169692308
32,16,95,1480.90971009567,343.327009563898,1385.90971009567
32,10,59,1993.31292799882,512.403217903146,1934.31292799882
32,19,2224.32299292842,2529.00542289016,535.692494891341,304.682429961744
32,7,41,2866.90700059706,337.901577706904,2825.90700059706
32,5,29,3000.10376374464,133.196763147579,2971.10376374464
32,9,53,3112.54954561086,112.445781866219,3059.54954561086
32,1,5,3204.13170810435,91.5821624934874,3199.13170810435
32,3,659.881926465198,3528.81976444607,324.688056341722,2868.93783798087
32,11,65,3771.67969470974,242.859930263667,3706.67969470974
33,4,23,331.811124517794,331.811124517794,308.811124517794
33,8,47,500.203640152178,168.392515634384,453.203640152178
33,1,5,604.37041998375,104.166779831572,599.37041998375
33,17,101,631.900911030764,27.5304910470144,530.900911030764
33,2,11,775.106374047259,143.205463016494,764.106374047259
33,19,113,1166.66138666434,391.555012617078,1053.66138666434
33,18,433.811124517794,1543.60959948025,376.948212815913,1109.79847496246
33,14,409.811124517794,1914.05398950314,370.444390022889,1504.24286498534
33,15,2252.05178655527,2561.60629930197,647.552309798831,309.554512746699
33,12,71,2648.51660821403,86.9103089120581,2577.51660821403
34,3,17,343.398709647369,343.398709647369,326.398709647369
34,4,361.398709647369,832.893916989976,489.495207342607,471.495207342607
34,8,1019.27285710622,1166.94284468424,334.048927694264,147.669987578018
34,10,1031.27285710622,1359.28778329275,192.344938608514,328.014926186532
34,16,95,1525.43462774709,166.146844454337,1430.43462774709
34,17,1425.28778329275,1820.19521971468,294.760591967589,394.907436421927
34,6,35,2006.52772428753,186.332504572846,1971.52772428753
34,12,71,2307.14241549178,300.614691204256,2236.14241549178
34,13,2922.41562627931,3020.64593415322,713.503518661435,98.2303078739105
34,18,107,3195.83503813739,175.189103984173,3088.83503813739
35,14,83,436.862763767178,436.862763767178,353.862763767178
35,2,11,577.182692838541,140.319929071363,566.182692838541
35,15,520.862763767178,673.931045862448,96.7483530239068,153.06828209527
35,6,472.862763767178,948.660581101336,274.729535238887,475.797817334158
35,7,478.862763767178,1099.7537958556,151.093214754269,620.891032088427
35,12,1690.35084428803,1934.8965526233,835.142756767693,244.545708335266
35,8,1666.35084428803,2051.69829266322,116.801740039921,385.347448375188
35,19,113,2201.07928213184,149.380989468619,2088.07928213184
35,17,2261.07928213184,2607.15529845051,406.076016318669,346.076016318669
35,16,95,3022.62554312447,415.470244673962,2927.62554312447
35,11,65,3109.59290600838,86.9673628839159,3044.59290600838
35,4,2786.81257413884,3470.44750688459,360.854600876208,683.634932745753
35,9,3494.44750688459,3597.49784273606,127.050335851472,103.050335851472
36,19,113,348.899673229797,348.899673229797,235.899673229797
36,10,408.899673229797,615.119513490049,266.219840260252,206.219840260252
36,13,743.870976548857,994.844784161228,379.725270671179,250.973807612371
36,20,1218.99885054445,1314.26328614883,319.418501987602,95.2644356043777
36,17,1212.99885054445,1476.7426783197,162.479392170871,263.743827775249
36,14,83,1907.06425453353,430.321576213834,1824.06425453353
36,8,47,1993.29354756944,86.2292930359081,1946.29354756944
36,2,11,2045.83218942923,52.5386418597893,2034.83218942923
36,6,35,2099.3152213216,53.483031892365,2064.3152213216
36,12,71,2161.66994869543,62.3547273738313,2090.66994869543
36,5,29,2313.61513190018,151.945183204752,2284.61513190018
